# Venue categories - hand-maintained source, merged on top of the
# TicketPortal export by tools/build_venue_tiers.py.
#
# See tools/venue_categories.sample.csv for the format and what each
# column means. Edit this file directly, or merge another file in with:
#     python tools/build_venue_tiers.py --import <file.csv>
# Then rebuild:
#     python tools/build_venue_tiers.py

venue,section,row_from,row_to,tier,sort
sphere,EMERALD FAN,,,Other,
sphere,EMERALD VIP,,,Other,
sphere,FLOOR 1,,,Floor / GA,
sphere,FLOOR 2,,,Floor / GA,
sphere,FLOOR 3,,,Floor / GA,
sphere,FLOOR 4,,,Floor / GA,
sphere,FLOOR 5,,,Floor / GA,
sphere,FLR1,,,Floor / GA,
sphere,FLR2,,,Floor / GA,
sphere,FLR3,,,Floor / GA,
sphere,FLR4,,,Floor / GA,
sphere,FLR5,,,Floor / GA,
sphere,FRONT ROW VIP FLOOR,,,Floor / GA,
sphere,RUBY FAN,,,Other,
sphere,SAPPHIRE DELUXE,,,Other,
sphere,SAPPHIRE FAN,,,Other,
sphere,SAPPHIRE VIP,,,Other,
sphere,,,,Club / Mezz (200s),4
sphere,,,,Floor / GA,3
sphere,,,,Lower (100s),1
sphere,,,,Other,5
sphere,,,,Upper (300s),2
sphere,,,,Upper (400+),0
t-mobile center,101,,,Lower (100s),
t-mobile center,102,,,Lower (100s),
t-mobile center,103,,,Lower (100s),
t-mobile center,104,,,Lower (100s),
t-mobile center,105,,,Lower (100s),
t-mobile center,106,,,Lower (100s),
t-mobile center,107,,,Lower (100s),
t-mobile center,108,,,Lower (100s),
t-mobile center,115,,,Lower (100s),
t-mobile center,116,,,Lower (100s),
t-mobile center,117,,,Lower (100s),
t-mobile center,118,,,Lower (100s),
t-mobile center,119,,,Lower (100s),
t-mobile center,120,,,Lower (100s),
t-mobile center,121,,,Lower (100s),
t-mobile center,122,,,Lower (100s),
t-mobile center,201,,,Club / Mezz (200s),
t-mobile center,202,,,Club / Mezz (200s),
t-mobile center,203,,,Club / Mezz (200s),
t-mobile center,204,,,Club / Mezz (200s),
t-mobile center,205,,,Club / Mezz (200s),
t-mobile center,206,,,Club / Mezz (200s),
t-mobile center,207,,,Club / Mezz (200s),
t-mobile center,208,,,Club / Mezz (200s),
t-mobile center,209,,,Club / Mezz (200s),
t-mobile center,210,,,Club / Mezz (200s),
t-mobile center,211,,,Club / Mezz (200s),
t-mobile center,222,,,Club / Mezz (200s),
t-mobile center,223,,,Club / Mezz (200s),
t-mobile center,224,,,Club / Mezz (200s),
t-mobile center,225,,,Club / Mezz (200s),
t-mobile center,226,,,Club / Mezz (200s),
t-mobile center,227,,,Club / Mezz (200s),
t-mobile center,228,,,Club / Mezz (200s),
t-mobile center,229,,,Club / Mezz (200s),
t-mobile center,230,,,Club / Mezz (200s),
t-mobile center,231,,,Club / Mezz (200s),
t-mobile center,232,,,Club / Mezz (200s),
t-mobile center,DELUXE HOTEL,,,Other,
t-mobile center,FLOOR 1,,,Floor / GA,
t-mobile center,FLOOR 2,,,Floor / GA,
t-mobile center,FLOOR 3,,,Floor / GA,
t-mobile center,FLOOR 4,,,Floor / GA,
t-mobile center,FLOOR 5,,,Floor / GA,
t-mobile center,FLOOR 6,,,Floor / GA,
t-mobile center,FLOOR DELUXE,,,Floor / GA,
t-mobile center,FLOOR ELITE,,,Floor / GA,
t-mobile center,FLOOR FAN,,,Floor / GA,
t-mobile center,FLR 1,,,Floor / GA,
t-mobile center,FLR 2,,,Floor / GA,
t-mobile center,FLR 3,,,Floor / GA,
t-mobile center,FLR 4,,,Floor / GA,
t-mobile center,FLR 6,,,Floor / GA,
t-mobile center,FLR1,,,Floor / GA,
t-mobile center,FLR2,,,Floor / GA,
t-mobile center,FLR3,,,Floor / GA,
t-mobile center,FLR4,,,Floor / GA,
t-mobile center,FLR5,,,Floor / GA,
t-mobile center,FLR6,,,Floor / GA,
t-mobile center,GENERAL ADMISSION PIT,,,Floor / GA,
t-mobile center,LOWER 101,,,Lower (100s),
t-mobile center,LOWER 102,,,Lower (100s),
t-mobile center,LOWER 103,,,Lower (100s),
t-mobile center,LOWER 105,,,Lower (100s),
t-mobile center,LOWER 106,,,Lower (100s),
t-mobile center,LOWER 116,,,Lower (100s),
t-mobile center,LOWER 117,,,Lower (100s),
t-mobile center,LOWER 118,,,Lower (100s),
t-mobile center,LOWER 120,,,Lower (100s),
t-mobile center,LOWER 121,,,Lower (100s),
t-mobile center,LOWER 122,,,Lower (100s),
t-mobile center,LOWER LEVEL FAN,,,Other,
t-mobile center,LOWER PREMIUM DELUXE,,,Other,
t-mobile center,LOWER PREMIUM ELITE,,,Other,
t-mobile center,LOWER PREMIUM FAN,,,Other,
t-mobile center,UPPER 202,,,Club / Mezz (200s),
t-mobile center,UPPER 203,,,Club / Mezz (200s),
t-mobile center,UPPER 207,,,Club / Mezz (200s),
t-mobile center,UPPER 209,,,Club / Mezz (200s),
t-mobile center,UPPER 210,,,Club / Mezz (200s),
t-mobile center,UPPER 226,,,Club / Mezz (200s),
t-mobile center,UPPER 230,,,Club / Mezz (200s),
t-mobile center,,,,Club / Mezz (200s),0
t-mobile center,,,,Floor / GA,2
t-mobile center,,,,Lower (100s),1
t-mobile center,,,,Other,3
the midland theatre - mo,100,,,Lower (100s),
the midland theatre - mo,101,,,Lower (100s),
the midland theatre - mo,102,,,Lower (100s),
the midland theatre - mo,103,,,Lower (100s),
the midland theatre - mo,201,,,Club / Mezz (200s),
the midland theatre - mo,202,,,Club / Mezz (200s),
the midland theatre - mo,204,,,Club / Mezz (200s),
the midland theatre - mo,205,,,Club / Mezz (200s),
the midland theatre - mo,301,,,Upper (300s),
the midland theatre - mo,302,,,Upper (300s),
the midland theatre - mo,303,,,Upper (300s),
the midland theatre - mo,304,,,Upper (300s),
the midland theatre - mo,402,,,Upper (400+),
the midland theatre - mo,403,,,Upper (400+),
the midland theatre - mo,404,,,Upper (400+),
the midland theatre - mo,,,,Club / Mezz (200s),3
the midland theatre - mo,,,,Lower (100s),2
the midland theatre - mo,,,,Upper (300s),1
the midland theatre - mo,,,,Upper (400+),0
tiger stadium,100,,,Lower (100s),
tiger stadium,101,,,Lower (100s),
tiger stadium,102,,,Lower (100s),
tiger stadium,102C,,,Lower (100s),
tiger stadium,103,,,Lower (100s),
tiger stadium,103 G,,,Lower (100s),
tiger stadium,104,,,Lower (100s),
tiger stadium,105,,,Lower (100s),
tiger stadium,106,,,Lower (100s),
tiger stadium,200,,,Club / Mezz (200s),
tiger stadium,202C,,,Club / Mezz (200s),
tiger stadium,205C,,,Club / Mezz (200s),
tiger stadium,205CLB,,,Club / Mezz (200s),
tiger stadium,206,,,Club / Mezz (200s),
tiger stadium,207,,,Club / Mezz (200s),
tiger stadium,208,,,Club / Mezz (200s),
tiger stadium,209,,,Club / Mezz (200s),
tiger stadium,210,,,Club / Mezz (200s),
tiger stadium,211,,,Club / Mezz (200s),
tiger stadium,211C,,,Club / Mezz (200s),
tiger stadium,212,,,Club / Mezz (200s),
tiger stadium,213,,,Club / Mezz (200s),
tiger stadium,214,,,Club / Mezz (200s),
tiger stadium,215,,,Club / Mezz (200s),
tiger stadium,216,,,Club / Mezz (200s),
tiger stadium,217,,,Club / Mezz (200s),
tiger stadium,237,,,Club / Mezz (200s),
tiger stadium,238,,,Club / Mezz (200s),
tiger stadium,239,,,Club / Mezz (200s),
tiger stadium,240,,,Club / Mezz (200s),
tiger stadium,241,,,Club / Mezz (200s),
tiger stadium,242,,,Club / Mezz (200s),
tiger stadium,243,,,Club / Mezz (200s),
tiger stadium,244,,,Club / Mezz (200s),
tiger stadium,300,,,Upper (300s),
tiger stadium,301,,,Upper (300s),
tiger stadium,301 B,,,Upper (300s),
tiger stadium,302,,,Upper (300s),
tiger stadium,303,,,Upper (300s),
tiger stadium,303 D,,,Upper (300s),
tiger stadium,303 E,,,Upper (300s),
tiger stadium,304,,,Upper (300s),
tiger stadium,304 A,,,Upper (300s),
tiger stadium,305,,,Upper (300s),
tiger stadium,306,,,Upper (300s),
tiger stadium,401,,,Upper (400+),
tiger stadium,402,,,Upper (400+),
tiger stadium,403,,,Upper (400+),
tiger stadium,404,,,Upper (400+),
tiger stadium,405,,,Upper (400+),
tiger stadium,406,,,Upper (400+),
tiger stadium,407,,,Upper (400+),
tiger stadium,408,,,Upper (400+),
tiger stadium,409,,,Upper (400+),
tiger stadium,410,,,Upper (400+),
tiger stadium,411,,,Upper (400+),
tiger stadium,412,,,Upper (400+),
tiger stadium,413,,,Upper (400+),
tiger stadium,414,,,Upper (400+),
tiger stadium,415,,,Upper (400+),
tiger stadium,416,,,Upper (400+),
tiger stadium,417,,,Upper (400+),
tiger stadium,418,,,Upper (400+),
tiger stadium,419,,,Upper (400+),
tiger stadium,41BX,,,Other,
tiger stadium,42,,,Other,
tiger stadium,420,,,Upper (400+),
tiger stadium,421,,,Upper (400+),
tiger stadium,422,,,Upper (400+),
tiger stadium,423,,,Upper (400+),
tiger stadium,424,,,Upper (400+),
tiger stadium,42BX,,,Other,
tiger stadium,43,,,Other,
tiger stadium,43BX,,,Other,
tiger stadium,44,,,Other,
tiger stadium,44BX,,,Other,
tiger stadium,45,,,Other,
tiger stadium,45BX,,,Other,
tiger stadium,46,,,Other,
tiger stadium,46BX,,,Other,
tiger stadium,47BX,,,Other,
tiger stadium,48,,,Other,
tiger stadium,511,,,Upper (400+),
tiger stadium,512,,,Upper (400+),
tiger stadium,513,,,Upper (400+),
tiger stadium,514,,,Upper (400+),
tiger stadium,515,,,Upper (400+),
tiger stadium,516,,,Upper (400+),
tiger stadium,517,,,Upper (400+),
tiger stadium,518,,,Upper (400+),
tiger stadium,519,,,Upper (400+),
